housing_median_age,population,median_income,ocean_proximity,median_house_value,population_per_households,rooms_per_household,bed_rooms_per_household,population_per_bedrooms,rooms_per_bedrooms
16,1285.0,5.0477,Coastal,292500,2.5751503006012024,4.2304609218436875,0.9719438877755511,2.649484536082474,4.3525773195876285
29,969.0,2.6573,Coastal,252800,2.4285714285714284,3.4511278195488724,1.0776942355889725,2.2534883720930234,3.202325581395349
13,2946.0,4.0524,Coastal,213900,1.9891964888588791,4.074949358541526,1.0472653612424039,1.8994197292069632,3.89103803997421
14,3025.0,4.0653,Coastal,234200,1.9133459835547122,3.9702719797596457,1.0999367488931056,1.7395054629097182,3.6095457159286948
36,772.0,4.2762,Coastal,310100,2.2247838616714697,6.017291066282421,1.031700288184438,2.1564245810055866,5.832402234636872
35,635.0,3.6053,Coastal,345800,2.14527027027027,4.510135135135135,1.0,2.14527027027027,4.510135135135135
28,1488.0,3.6429,Coastal,332600,1.973474801061008,4.116710875331565,1.0755968169761274,1.8347718865598026,3.8273736128236746
46,1373.0,4.7287,Coastal,340000,2.3271186440677964,5.172881355932203,0.9949152542372881,2.3390119250425894,5.199318568994889
39,1531.0,4.537,Coastal,345900,2.411023622047244,5.711811023622047,1.0488188976377952,2.298798798798799,5.445945945945946
43,446.0,4.4375,Coastal,327600,3.075862068965517,5.710344827586207,1.0413793103448277,2.9536423841059603,5.483443708609271
31,829.0,3.6563,Coastal,344700,2.0469135802469136,5.172839506172839,1.054320987654321,1.9414519906323184,4.9063231850117095
31,185.0,3.625,Coastal,265000,1.7289719626168225,5.757009345794392,1.2242990654205608,1.4122137404580153,4.702290076335878
40,719.0,3.3682,Coastal,235200,2.357377049180328,6.045901639344263,1.1147540983606556,2.114705882352941,5.423529411764706
28,1277.0,4.5795,Coastal,262800,2.494140625,6.025390625,1.078125,2.3134057971014492,5.588768115942029
47,639.0,5.8415,Coastal,283300,2.2985611510791366,5.76978417266187,1.0215827338129497,2.25,5.647887323943662
52,825.0,4.2414,Coastal,284800,2.2664835164835164,5.68956043956044,0.9945054945054945,2.2790055248618786,5.720994475138122
47,1399.0,3.7455,Coastal,247400,2.2822185970636215,4.871125611745514,1.0228384991843393,2.2312599681020733,4.762360446570973
52,582.0,5.036,Coastal,296600,2.101083032490975,5.256317689530686,0.9711191335740073,2.163568773234201,5.412639405204461
52,629.0,5.6437,Coastal,312000,2.214788732394366,5.545774647887324,1.0,2.214788732394366,5.545774647887324
42,927.0,4.325,Coastal,247000,2.3830334190231364,4.799485861182519,1.0231362467866323,2.329145728643216,4.690954773869347
44,908.0,4.1406,Coastal,274100,2.370757180156658,5.289817232375979,1.0339425587467364,2.292929292929293,5.116161616161616
47,961.0,5.3955,Coastal,282300,2.2453271028037385,5.502336448598131,0.9953271028037384,2.255868544600939,5.528169014084507
46,938.0,5.0662,Coastal,331600,2.2122641509433962,6.224056603773585,1.0566037735849056,2.09375,5.890625
38,710.0,2.7042,Coastal,286600,2.094395280235988,4.625368731563422,1.0353982300884956,2.022792022792023,4.467236467236467
26,626.0,7.8575,Coastal,424600,2.5655737704918034,7.364754098360656,1.0,2.5655737704918034,7.364754098360656
36,623.0,6.6331,Coastal,283300,2.7937219730941703,6.228699551569507,1.0089686098654709,2.7688888888888887,6.173333333333333
34,378.0,5.1765,Coastal,344600,2.7194244604316546,6.784172661870503,0.9712230215827338,2.8,6.985185185185185
36,371.0,5.6266,Coastal,320500,2.348101265822785,5.981012658227848,0.9430379746835443,2.48993288590604,6.342281879194631
35,800.0,7.6659,Coastal,426900,2.5,6.840625,0.959375,2.6058631921824102,7.130293159609121
18,1321.0,5.3077,Coastal,351400,2.2276559865092747,6.065767284991568,1.1197301854974704,1.9894578313253013,5.417168674698795
36,989.0,3.9625,Coastal,288200,2.237556561085973,5.070135746606335,0.9886877828054299,2.263157894736842,5.128146453089244
32,560.0,6.5858,Coastal,346700,2.7053140096618358,6.086956521739131,0.961352657004831,2.814070351758794,6.331658291457287
34,1010.0,5.6494,Coastal,376200,2.5569620253164556,6.131645569620253,0.9367088607594937,2.72972972972973,6.545945945945946
10,1537.0,4.1674,Coastal,214000,1.9284818067754077,3.9686323713927227,1.0439146800501882,1.8473557692307692,3.8016826923076925
18,1968.0,3.6294,Coastal,240000,1.580722891566265,3.4987951807228916,1.0714859437751003,1.4752623688155921,3.265367316341829
27,1144.0,5.0822,Coastal,327500,2.66046511627907,6.648837209302326,1.0790697674418606,2.4655172413793105,6.161637931034483
30,1387.0,5.1104,Coastal,278100,2.559040590405904,5.280442804428044,1.003690036900369,2.5496323529411766,5.261029411764706
23,997.0,3.662,Coastal,211900,2.0684647302904566,4.008298755186722,1.1452282157676348,1.806159420289855,3.5
39,537.0,3.9265,Coastal,236900,3.0685714285714285,5.885714285714286,1.0914285714285714,2.81151832460733,5.392670157068062
43,1137.0,4.9236,Coastal,238000,2.8213399503722085,5.220843672456576,0.9627791563275434,2.9304123711340204,5.422680412371134
21,1850.0,4.6758,Coastal,264200,2.624113475177305,5.451063829787234,1.0156028368794325,2.583798882681564,5.36731843575419
10,1599.0,5.2,Coastal,248700,2.233240223463687,5.043296089385475,1.1215083798882681,1.9912826899128269,4.4968866749688665
34,584.0,5.5121,Coastal,264700,2.3739837398373984,6.024390243902439,1.0365853658536586,2.2901960784313724,5.811764705882353
16,1894.0,5.2894,Coastal,332800,2.569877883310719,5.348710990502036,1.016282225237449,2.5287049399198933,5.2630173564753004
39,446.0,2.8125,Coastal,291300,2.736196319018405,6.766871165644171,1.0736196319018405,2.5485714285714285,6.3028571428571425
33,762.0,4.5208,Coastal,230700,3.2151898734177213,5.510548523206751,1.0928270042194093,2.942084942084942,5.042471042471043
36,1826.0,4.9662,Coastal,258500,2.8575899843505477,6.062597809076682,1.02660406885759,2.783536585365854,5.905487804878049
31,975.0,4.9205,Coastal,240500,2.9191616766467066,5.820359281437126,1.026946107784431,2.8425655976676385,5.667638483965015
27,1284.0,4.5833,Coastal,308800,2.5783132530120483,6.080321285140562,0.9759036144578314,2.6419753086419755,6.230452674897119
33,1583.0,4.5625,Coastal,253500,2.8318425760286225,5.867620751341682,1.0178890876565294,2.78207381370826,5.764499121265378
35,985.0,6.0196,Coastal,255100,2.9939209726443767,5.638297872340425,1.0486322188449848,2.8550724637681157,5.3768115942028984
28,1753.0,4.1033,Coastal,281000,2.404663923182442,4.702331961591221,1.0329218106995885,2.3280212483399736,4.552456839309429
26,2381.0,7.9819,Coastal,397000,2.907203907203907,7.571428571428571,0.9560439560439561,3.0408684546615583,7.919540229885057
29,2651.0,5.6358,Coastal,282100,3.0090805902383657,6.2837684449489215,0.978433598183882,3.0754060324825985,6.422273781902552
30,2168.0,5.0062,Coastal,232000,2.8082901554404147,5.715025906735751,1.116580310880829,2.51508120649652,5.1183294663573085
29,2098.0,6.4285,Coastal,337300,2.5805658056580567,6.9495694956949565,1.004920049200492,2.5679314565483478,6.915544675642595
26,1408.0,5.6427,Coastal,320000,2.6317757009345795,7.020560747663551,0.8130841121495327,3.2367816091954023,8.63448275862069
33,1739.0,5.0714,Coastal,255600,2.957482993197279,5.799319727891157,0.9914965986394558,2.9828473413379073,5.849056603773585
28,1389.0,5.7385,Coastal,240400,2.8346938775510204,5.538775510204082,1.0244897959183674,2.766932270916335,5.4063745019920315
20,2892.0,4.6845,Coastal,250000,2.7360454115421002,5.187322611163671,1.0208136234626302,2.680259499536608,5.081556997219648
28,1996.0,5.4609,Coastal,263600,2.992503748125937,6.80359820089955,1.0269865067466266,2.913868613138686,6.624817518248175
20,2062.0,6.8088,Coastal,283300,3.124242424242424,6.737878787878788,1.0015151515151515,3.1195158850226927,6.72768532526475
25,2290.0,5.1461,Coastal,267200,3.082099596231494,5.730820995962315,0.9676985195154778,3.1849791376912377,5.9221140472878995
32,1790.0,5.4675,Coastal,261100,2.9248366013071894,6.169934640522876,1.0130718954248366,2.8870967741935485,6.090322580645161
32,1989.0,3.5625,Coastal,255200,2.505037783375315,5.016372795969773,1.1032745591939546,2.2705479452054793,4.546803652968037
23,1180.0,6.0791,Coastal,316500,2.669683257918552,6.119909502262443,1.0158371040723981,2.6280623608017817,6.0244988864142535
26,956.0,5.5,Coastal,231700,2.9415384615384617,5.735384615384615,1.0184615384615385,2.88821752265861,5.6314199395770395
25,1755.0,3.8893,Coastal,218600,2.655068078668684,4.576399394856279,1.0423600605143721,2.547169811320755,4.390420899854862
13,1018.0,3.8047,Coastal,204700,2.1939655172413794,4.079741379310345,1.0495689655172413,2.090349075975359,3.8870636550308006
13,710.0,3.8936,Coastal,225900,1.748768472906404,4.12807881773399,1.1600985221674878,1.5074309978768579,3.5583864118895967
24,631.0,2.8636,Coastal,240300,2.524,3.872,0.96,2.629166666666667,4.033333333333333
21,1040.0,5.2887,Coastal,264500,3.2,6.4,1.083076923076923,2.9545454545454546,5.909090909090909
26,1007.0,4.7069,Coastal,234800,2.9705014749262535,5.135693215339233,0.9528023598820059,3.1176470588235294,5.390092879256966
36,1125.0,4.2614,Coastal,268800,2.1634615384615383,5.690384615384615,1.0173076923076922,2.126654064272212,5.593572778827977
35,988.0,6.0936,Coastal,365400,2.641711229946524,6.46524064171123,1.0026737967914439,2.6346666666666665,6.448
34,2050.0,5.3922,Coastal,302900,2.8275862068965516,6.362758620689656,1.033103448275862,2.7369826435246996,6.158878504672897
33,1288.0,4.1554,Coastal,313100,2.4721689059500958,5.664107485604607,1.0153550863723608,2.4347826086956523,5.578449905482041
32,2002.0,4.1645,Coastal,281900,2.8805755395683454,6.1985611510791365,1.0316546762589929,2.7921896792189678,6.00836820083682
27,1020.0,5.8178,Coastal,267400,2.905982905982906,5.752136752136752,0.9544159544159544,3.044776119402985,6.026865671641791
24,2102.0,5.6895,Coastal,289000,3.0244604316546764,6.571223021582734,0.9899280575539569,3.0552325581395348,6.638081395348837
25,1560.0,5.8479,Coastal,263300,3.1075697211155378,6.611553784860558,1.0577689243027888,2.937853107344633,6.250470809792843
28,688.0,5.2088,Coastal,240900,3.1131221719457014,6.701357466063349,1.158371040723982,2.6875,5.78515625
39,1528.0,2.6818,Coastal,184900,3.3508771929824563,4.032894736842105,1.0328947368421053,3.2441613588110405,3.9044585987261144
36,1182.0,2.7031,Coastal,175800,3.625766871165644,4.512269938650307,1.1042944785276074,3.283333333333333,4.086111111111111
38,2113.0,2.6386,Coastal,177600,3.986792452830189,3.371698113207547,0.9584905660377359,4.159448818897638,3.517716535433071
45,1920.0,3.2806,Coastal,164200,3.735408560311284,4.30544747081712,1.0972762645914398,3.404255319148936,3.923758865248227
24,1808.0,2.2259,Coastal,112500,2.8928,3.1024,1.0432,2.773006134969325,2.973926380368098
28,455.0,2.3293,Coastal,215900,2.156398104265403,4.071090047393365,0.943127962085308,2.28643216080402,4.316582914572864
6,2437.0,3.6802,Coastal,152400,2.6957964601769913,4.200221238938053,1.0884955752212389,2.4766260162601625,3.858739837398374
14,134.0,2.7411,Coastal,112500,1.5952380952380953,4.285714285714286,1.4761904761904763,1.0806451612903225,2.903225806451613
16,1674.0,2.6763,Coastal,191100,2.458149779735683,3.9530102790014685,1.0998531571218797,2.2349799732977305,3.5941255006675568
13,2094.0,4.3621,Coastal,173400,3.950943396226415,4.752830188679245,1.0962264150943397,3.604130808950086,4.335628227194492
19,2845.0,2.6,Coastal,172800,5.163339382940109,4.043557168784029,1.014519056261343,5.089445438282648,3.9856887298747763
14,3979.0,3.6953,Coastal,192600,2.8646508279337652,4.148308135349172,1.107271418286537,2.5871261378413526,3.7464239271781534
16,4241.0,2.8024,Coastal,127900,5.042806183115339,3.5517241379310347,1.0392390011890607,4.852402745995423,3.417620137299771
19,597.0,4.5208,Coastal,188100,4.455223880597015,5.485074626865671,1.1791044776119404,3.778481012658228,4.651898734177215
22,2491.0,4.3419,Coastal,176300,4.7,5.688679245283019,1.0962264150943397,4.287435456110155,5.189328743545611
16,1835.0,5.3363,Coastal,212800,4.453883495145631,4.529126213592233,0.883495145631068,5.041208791208791,5.126373626373627
18,974.0,2.3715,Coastal,228000,1.7613019891500905,3.421338155515371,1.027124773960217,1.7147887323943662,3.3309859154929575
21,2459.0,3.9688,Coastal,249600,3.507845934379458,4.714693295292439,1.0684736091298146,3.283044058744993,4.412550066755674
14,2472.0,4.1444,Coastal,178400,2.053156146179402,5.116279069767442,1.0149501661129567,2.0229132569558104,5.040916530278232
17,1476.0,2.3971,Coastal,87500,1.6327433628318584,4.654867256637168,1.0553097345132743,1.5471698113207548,4.410901467505241
16,4203.0,3.1964,Coastal,185800,3.1889226100151746,4.312594840667678,1.0515933232169954,3.0324675324675323,4.101010101010101
19,4312.0,2.7768,Coastal,178600,2.941336971350614,4.280354706684856,1.0545702592087312,2.7891332470892625,4.0588615782664945
24,2829.0,4.775,Coastal,191900,4.622549019607843,5.560457516339869,1.0718954248366013,4.3125,5.1875
4,1780.0,4.3851,Coastal,160400,2.6766917293233083,4.416541353383459,0.9744360902255639,2.746913580246914,4.532407407407407
18,1779.0,3.925,Coastal,166100,3.171122994652406,4.90017825311943,1.1283422459893049,2.81042654028436,4.342812006319115
19,4573.660000000004,5.6058,Coastal,232700,2.8928905755850756,5.599949399114497,1.0999367488931056,2.6300517538815438,5.091155836687762
17,825.0,4.5,Coastal,235800,3.80184331797235,5.986175115207374,0.9723502304147466,3.909952606635071,6.156398104265403
15,3838.0,6.2907,Coastal,253100,3.8495486459378134,5.974924774322969,1.0401203610832497,3.7010607521697203,5.7444551591128254
17,1887.0,5.7078,Coastal,217000,4.471563981042654,5.395734597156398,1.014218009478673,4.408878504672897,5.320093457943925
33,1946.0,5.0709,Coastal,176400,4.096842105263158,6.048421052631579,1.0294736842105263,3.9795501022494886,5.875255623721881
10,1356.0,4.5943,Coastal,123500,3.315403422982885,4.469437652811736,1.1075794621026895,2.993377483443709,4.035320088300221
20,1729.0,3.3833,Coastal,115200,4.776243093922652,4.55524861878453,1.12707182320442,4.237745098039215,4.041666666666667
33,1168.0,3.9009,Coastal,178600,4.475095785440613,4.272030651340996,0.9578544061302682,4.672,4.46
19,2317.0,3.1042,Coastal,183100,2.9705128205128206,3.3897435897435897,1.067948717948718,2.7815126050420167,3.1740696278511407
31,1336.0,4.2361,Coastal,179500,4.948148148148148,4.962962962962963,0.8703703703703703,5.685106382978724,5.702127659574468
20,2223.0,4.2589,Coastal,191000,4.875,5.06140350877193,1.0109649122807018,4.8221258134490235,5.006507592190889
16,1705.0,5.0225,Coastal,222800,4.360613810741688,5.332480818414322,1.0076726342710998,4.3274111675126905,5.291878172588833
17,1906.0,2.5652,Coastal,165300,3.1926298157453936,3.1608040201005023,1.1122278056951425,2.8704819277108435,2.841867469879518
22,1925.0,3.7102,Coastal,177500,4.487179487179487,4.764568764568764,0.9370629370629371,4.788557213930348,5.08457711442786
15,1267.0,5.5145,Coastal,219400,4.353951890034364,5.168384879725086,1.0103092783505154,4.309523809523809,5.115646258503402
14,1109.0,3.1382,Coastal,139700,2.0127041742286753,4.956442831215971,1.0490018148820326,1.9186851211072664,4.724913494809688
15,1527.0,4.4792,Coastal,212500,4.0078740157480315,4.981627296587926,1.036745406824147,3.8658227848101268,4.80506329113924
26,2677.0,4.1165,Coastal,164900,5.228515625,4.9375,0.998046875,5.238747553816047,4.947162426614481
10,2634.0,3.135,Coastal,231400,4.234726688102894,4.028938906752412,1.0016077170418007,4.22792937399679,4.022471910112359
23,2582.0,4.3782,Coastal,175800,4.098412698412698,5.204761904761905,1.0269841269841269,3.990726429675425,5.068006182380216
26,943.0,4.825,Coastal,181000,4.406542056074766,5.257009345794392,0.9813084112149533,4.4904761904761905,5.357142857142857
4,3651.0,7.2982,Coastal,343000,4.741558441558442,7.184415584415585,1.0103896103896104,4.69280205655527,7.110539845758355
25,1146.0,5.2088,Coastal,231400,4.10752688172043,5.885304659498208,1.064516129032258,3.8585858585858586,5.5286195286195285
20,1507.0,5.8068,Coastal,263900,3.7209876543209877,6.632098765432099,1.0222222222222221,3.640096618357488,6.48792270531401
20,1196.0,4.9318,Coastal,262400,3.7027863777089784,6.247678018575852,1.0154798761609907,3.6463414634146343,6.152439024390244
15,1389.0,5.614,Coastal,223300,2.9242105263157896,5.854736842105263,1.048421052631579,2.789156626506024,5.5843373493975905
21,891.0,7.375,Coastal,338400,2.97,6.53,0.9733333333333334,3.0513698630136985,6.708904109589041
18,605.0,8.1871,Coastal,500001,3.2880434782608696,10.581521739130435,1.358695652173913,2.42,7.788
8,1799.0,7.2707,Coastal,355300,3.9451754385964914,6.771929824561403,1.0394736842105263,3.7953586497890295,6.514767932489452
9,1675.0,7.5443,Coastal,348400,3.5638297872340425,6.723404255319149,0.9957446808510638,3.5790598290598292,6.752136752136752
11,1774.0,7.0671,Coastal,378200,4.244019138755981,7.643540669856459,0.9808612440191388,4.326829268292683,7.7926829268292686
13,1794.0,6.6813,Coastal,277800,3.6989690721649486,6.140206185567011,1.041237113402062,3.5524752475247525,5.897029702970297
18,2381.0,5.6345,Coastal,231000,3.708722741433022,5.6246105919003115,0.956386292834891,3.8778501628664497,5.881107491856677
10,2491.0,6.6633,Coastal,283700,4.772030651340996,6.289272030651341,1.053639846743295,4.529090909090909,5.969090909090909
10,1510.0,6.68,Coastal,359500,3.911917098445596,7.329015544041451,1.0207253886010363,3.83248730964467,7.180203045685279
20,2228.0,5.6817,Coastal,224200,4.447105788423154,4.936127744510978,0.9500998003992016,4.680672268907563,5.195378151260504
23,1277.0,4.8092,Coastal,217400,3.941358024691358,5.645061728395062,1.0679012345679013,3.6907514450867054,5.286127167630058
14,2698.0,4.7027,Coastal,227600,3.028058361391695,4.951739618406285,1.037037037037037,2.91991341991342,4.774891774891775
6,2160.0,5.5336,Coastal,241900,3.7177280550774525,4.905335628227195,0.9655765920826161,3.8502673796791442,5.080213903743315
20,1669.0,6.2742,Coastal,241300,3.8813953488372093,7.055813953488372,1.0488372093023255,3.7006651884700665,6.7272727272727275
5,2435.0,5.6306,Coastal,286200,3.4935437589670015,5.958393113342898,1.0315638450502151,3.3866481223922116,5.776077885952712
14,1214.0,4.9769,Coastal,186500,3.4985590778097984,5.389048991354467,1.0028818443804035,3.4885057471264367,5.373563218390805
15,1533.0,5.7843,Coastal,209900,4.132075471698113,4.835579514824798,0.9865229110512129,4.188524590163935,4.901639344262295
15,1277.0,4.5045,Coastal,164500,3.7448680351906156,5.299120234604105,1.1085043988269794,3.378306878306878,4.78042328042328
16,605.0,4.8173,Coastal,235600,4.087837837837838,6.121621621621622,1.0067567567567568,4.060402684563758,6.080536912751678
15,1683.0,5.5248,Coastal,235600,4.85014409221902,5.5590778097982705,0.9942363112391931,4.878260869565217,5.591304347826087
21,1789.0,5.0543,Coastal,232000,4.598971722365039,6.760925449871466,1.1465295629820051,4.011210762331839,5.896860986547085
22,1270.0,5.1149,Coastal,235700,3.290155440414508,5.696891191709844,0.9352331606217616,3.518005540166205,6.091412742382271
25,983.0,6.4664,Coastal,271500,2.908284023668639,6.1923076923076925,0.878698224852071,3.3097643097643097,7.047138047138047
10,3083.0,5.9399,Coastal,241900,3.402869757174393,6.0364238410596025,1.0485651214128036,3.245263157894737,5.756842105263158
17,431.0,4.9097,Coastal,241000,3.5040650406504064,5.365853658536586,1.048780487804878,3.3410852713178296,5.116279069767442
12,985.0,6.7159,Coastal,362700,3.6617100371747213,7.289962825278811,1.0408921933085502,3.517857142857143,7.003571428571429
7,1047.0,6.234,Coastal,292200,3.4554455445544554,6.511551155115511,1.0825082508250825,3.192073170731707,6.015243902439025
16,769.0,6.6455,Coastal,302600,3.3434782608695652,7.1695652173913045,0.991304347826087,3.3728070175438596,7.232456140350878
15,1150.0,7.1267,Coastal,277900,3.5168195718654434,6.9327217125382266,1.0642201834862386,3.3045977011494254,6.514367816091954
6,1378.0,6.1463,Coastal,335500,2.8065173116089612,7.181262729124236,1.1384928716904277,2.4651162790697674,6.3076923076923075
23,548.0,2.5052,Coastal,133700,1.3944020356234097,4.582697201017812,1.0559796437659033,1.3204819277108433,4.339759036144578
6,2468.0,5.6411,Coastal,294700,1.9556259904912836,5.7781299524564185,1.026148969889065,1.9057915057915058,5.6308880308880305
15,455.0,4.3365,Coastal,221000,1.537162162162162,5.02027027027027,1.0472972972972974,1.467741935483871,4.7935483870967746
33,938.0,4.0929,Coastal,165000,4.362790697674418,4.73953488372093,0.8883720930232558,4.9109947643979055,5.335078534031414
28,1937.0,4.1146,Coastal,160100,6.110410094637224,4.842271293375394,1.0410094637223974,5.86969696969697,4.651515151515151
26,2059.0,3.6765,Coastal,163600,4.949519230769231,4.649038461538462,0.9807692307692307,5.046568627450981,4.740196078431373
21,4573.660000000004,3.2052,Coastal,179000,4.069092526690396,4.056049822064057,1.0346975088967971,3.932639724849531,3.9200343938091144
24,2409.0,3.4509,Coastal,182400,4.233743409490334,4.038664323374341,1.0105448154657293,4.189565217391304,3.9965217391304346
23,4573.660000000004,4.8424,Coastal,195300,3.2345544554455476,5.381188118811881,1.0226308345120225,3.1629737206085786,5.2621023513139695
28,2990.0,4.4671,Coastal,172600,4.614197530864198,5.3657407407407405,1.0354938271604939,4.456035767511177,5.181818181818182
29,2000.0,4.375,Coastal,185500,4.158004158004158,4.981288981288981,0.9397089397089398,4.424778761061947,5.300884955752212
27,1562.0,5.2297,Coastal,192800,4.078328981723238,6.1566579634464755,1.08355091383812,3.763855421686747,5.6819277108433734
17,1756.0,5.1017,Coastal,240700,4.093240093240094,5.895104895104895,0.986013986013986,4.15130023640662,5.9787234042553195
27,3033.0,4.25,Coastal,162900,5.766159695817491,4.775665399239544,1.0,5.766159695817491,4.775665399239544
27,3257.0,4.6333,Coastal,173600,5.392384105960265,5.177152317880795,1.009933774834437,5.339344262295082,5.1262295081967215
21,4573.660000000004,4.2098,Coastal,193400,3.703368421052635,5.185425101214575,0.9975708502024292,3.712386363636367,5.1980519480519485
26,1952.0,4.087,Coastal,182500,5.969418960244648,5.651376146788991,1.036697247706422,5.758112094395281,5.451327433628318
34,769.0,3.5625,Coastal,194500,3.4026548672566372,4.150442477876106,1.0707964601769913,3.177685950413223,3.87603305785124
35,1886.0,2.5551,Coastal,182100,3.1697478991596637,4.018487394957983,1.0168067226890756,3.1173553719008265,3.9520661157024795
43,1256.0,2.8,Coastal,153300,3.518207282913165,4.302521008403361,1.0392156862745099,3.38544474393531,4.140161725067386
27,1505.0,2.5769,Coastal,137500,3.8491048593350383,3.78772378516624,1.0460358056265984,3.6797066014669926,3.6210268948655258
22,2962.0,2.2031,Coastal,164000,3.8871391076115485,3.8241469816272966,1.0078740157480315,3.8567708333333335,3.7942708333333335
29,3572.0,2.7562,Coastal,160100,4.603092783505154,4.529639175257732,1.0399484536082475,4.426270136307311,4.355638166047088
20,4573.660000000004,2.6894,Coastal,182200,5.318209302325586,3.9244186046511627,1.008139534883721,5.275271049596314,3.8927335640138407
15,4573.660000000004,3.3306,Coastal,210300,2.8928905755850756,5.162555344718532,1.0999367488931056,2.6300517538815438,4.693502012650949
15,2749.0,2.3199,Coastal,140100,2.595845136921624,3.130311614730878,0.983947119924457,2.6381957773512474,3.1813819577735125
15,3556.0,3.0466,Coastal,159600,3.429122468659595,3.0356798457087755,1.0761812921890068,3.186379928315412,2.8207885304659497
18,1705.0,3.7198,Coastal,128600,3.8058035714285716,3.404017857142857,1.0825892857142858,3.515463917525773,3.1443298969072164
11,2744.0,4.0452,Coastal,205900,4.520593080724876,3.474464579901153,0.9752883031301482,4.635135135135135,3.5625
31,1179.0,4.4896,Coastal,156800,3.330508474576271,4.52542372881356,1.0112994350282485,3.293296089385475,4.4748603351955305
34,611.0,3.5625,Coastal,201800,3.1658031088082903,3.948186528497409,0.9430051813471503,3.357142857142857,4.186813186813187
12,4573.660000000004,5.2415,Coastal,286500,2.8928905755850756,5.599949399114497,1.0999367488931056,2.6300517538815438,5.091155836687762
31,2848.0,5.5592,Coastal,229900,3.2400455062571103,6.284414106939704,1.0398179749715586,3.1159737417943107,6.043763676148797
15,3278.0,4.5533,Coastal,209900,3.2200392927308448,4.351669941060904,0.9744597249508841,3.3044354838709675,4.465725806451613
33,781.0,5.1082,Coastal,195800,4.621301775147929,4.940828402366864,1.0710059171597632,4.314917127071824,4.613259668508287
31,2677.0,3.2222,Coastal,184800,3.358845671267252,4.558343789209536,1.0577164366373901,3.1755634638196915,4.309608540925267
43,370.0,4.25,Coastal,209100,2.740740740740741,6.0814814814814815,1.1037037037037036,2.4832214765100673,5.510067114093959
43,800.0,3.2279,Coastal,182400,3.10077519379845,5.662790697674419,1.1007751937984496,2.816901408450704,5.144366197183099
42,900.0,3.8571,Coastal,187500,3.7344398340248963,5.132780082987552,0.9626556016597511,3.8793103448275863,5.331896551724138
28,1252.0,4.1615,Coastal,214800,3.546742209631728,4.473087818696884,0.9603399433427762,3.6932153392330385,4.657817109144543
40,445.0,4.0446,Coastal,196300,3.111888111888112,5.608391608391608,1.0419580419580419,2.9865771812080535,5.382550335570469
29,3036.0,3.1982,Coastal,171700,3.5928994082840235,4.78698224852071,1.047337278106509,3.4305084745762713,4.570621468926554
22,3508.0,4.2312,Coastal,183800,4.0,4.488027366020525,0.9806157354618016,4.079069767441861,4.576744186046511
31,3547.0,3.7143,Coastal,178600,5.499224806201551,4.517829457364341,1.1085271317829457,4.960839160839161,4.0755244755244755
41,970.0,4.4167,Coastal,215200,3.1907894736842106,5.125,0.9243421052631579,3.4519572953736657,5.544483985765124
26,1931.0,5.1099,Coastal,213100,3.727799227799228,5.7664092664092665,1.0405405405405406,3.5825602968460113,5.541743970315399
33,1412.0,4.0385,Coastal,167600,4.371517027863777,5.027863777089784,1.043343653250774,4.189910979228487,4.818991097922849
34,1450.0,3.7188,Coastal,161500,4.178674351585014,5.285302593659942,1.0864553314121037,3.8461538461538463,4.864721485411141
42,1873.0,3.7214,Coastal,167900,3.2293103448275864,5.022413793103448,0.9948275862068966,3.246100519930676,5.048526863084922
34,827.0,7.4559,Coastal,456500,2.765886287625418,7.418060200668896,0.9565217391304348,2.8916083916083917,7.755244755244755
37,1569.0,6.1008,Coastal,286200,2.7145328719723185,7.157439446366782,1.1003460207612457,2.4669811320754715,6.504716981132075
32,1687.0,5.4949,Coastal,330800,2.5993836671802772,5.7734976887519265,1.024653312788906,2.536842105263158,5.6345864661654135
29,244.0,8.946750000000016,Coastal,416700,3.388888888888889,7.916666666666667,1.0555555555555556,3.210526315789474,7.5
32,768.0,6.8462,Coastal,320900,2.920152091254753,6.273764258555133,0.935361216730038,3.1219512195121952,6.7073170731707314
24,492.0,7.2861,Coastal,328000,3.174193548387097,6.2064516129032254,0.9419354838709677,3.3698630136986303,6.589041095890411
22,1637.0,5.3774,Coastal,325600,3.148076923076923,7.019230769230769,1.0134615384615384,3.106261859582543,6.925996204933586
20,1234.0,7.5813,Coastal,374100,3.172236503856041,8.197943444730077,1.0796915167095116,2.9380952380952383,7.5928571428571425
9,1591.0,4.9091,Coastal,259700,3.3076923076923075,5.243243243243243,1.137214137214137,2.9085923217550276,4.6106032906764165
16,1862.0,6.057,Coastal,246800,4.15625,5.926339285714286,1.0870535714285714,3.8234086242299794,5.4517453798767965
16,722.0,4.5187,Coastal,163500,3.1666666666666665,4.605263157894737,1.0745614035087718,2.946938775510204,4.285714285714286
16,1863.0,5.5429,Coastal,269100,3.5351043643263758,6.214421252371917,1.0037950664136623,3.5217391304347827,6.190926275992439
13,2240.0,7.105,Coastal,273900,3.9928698752228162,5.942959001782532,1.0071301247771836,3.9646017699115044,5.900884955752212
17,2089.0,6.7867,Coastal,273700,3.7237076648841354,6.6292335115864525,1.0481283422459893,3.552721088435374,6.324829931972789
16,1061.0,6.9584,Coastal,351600,3.789285714285714,6.310714285714286,0.9571428571428572,3.958955223880597,6.593283582089552
