housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
52,1475.0,238.0,736.0,260.0,3.6591,inland,105100
52,1354.0,314.0,679.0,311.0,1.7788,inland,97400
52,2654.0,468.0,1157.0,494.0,3.226,inland,107600
52,1829.0,301.0,694.0,319.0,3.3466,inland,92600
47,2348.0,507.0,1455.0,479.0,1.65,inland,66000
43,1624.0,448.0,1805.0,440.0,1.425,inland,61300
43,557.0,165.0,573.0,144.0,1.7212,inland,59000
52,1318.0,308.0,1368.0,310.0,1.8261,inland,54600
38,512.0,133.0,676.0,124.0,1.7386,inland,52000
44,1406.0,357.0,1489.0,386.0,1.4688,inland,56800
48,1766.0,444.0,1406.0,421.0,1.7039,inland,52700
52,288.0,86.0,272.0,54.0,0.696,inland,42500
40,2827.0,655.0,2037.0,574.0,2.0303,inland,63800
40,964.0,230.0,742.0,209.0,1.2625,inland,43000
41,375.0,108.0,323.0,98.0,1.9531,inland,45000
40,452.0,109.0,412.0,97.0,1.3417,inland,60800
52,24.0,6.0,23.0,5.0,2.375,inland,67500
36,40.0,10.0,64.0,14.0,2.625,inland,55000
52,1938.0,332.0,788.0,320.0,3.6094,inland,118400
47,1700.0,344.0,922.0,357.0,3.1845,inland,87200
46,1832.0,365.0,975.0,373.0,2.0398,inland,88100
42,1619.0,340.0,906.0,339.0,2.5488,inland,80300
27,1839.0,442.0,2010.0,416.0,2.1284,inland,59400
36,747.0,189.0,338.0,145.0,1.7885,inland,62100
5,123.0,21.0,50.0,20.0,2.7656,inland,50000
33,2493.0,454.0,1203.0,436.0,3.765,inland,94600
23,2830.0,659.0,1554.0,654.0,3.0354,inland,113700
33,3656.0,681.0,1698.0,671.0,3.1406,inland,93900
32,614.0,95.0,227.0,107.0,3.9922,inland,247400
21,1343.0,183.0,462.0,193.0,5.8995,inland,189900
37,3247.0,643.0,1737.0,665.0,3.066,inland,94100
36,3113.0,576.0,1746.0,544.0,3.4625,inland,84600
38,3166.0,575.0,1351.0,561.0,3.5404,inland,91600
46,2270.0,427.0,1097.0,453.0,3.3235,inland,87800
43,2453.0,490.0,1093.0,438.0,2.9107,inland,88800
20,1727.0,386.0,730.0,342.0,2.5195,inland,92600
43,1511.0,292.0,721.0,320.0,3.5703,inland,87400
36,1953.0,492.0,999.0,371.0,2.0043,inland,90800
47,3386.0,663.0,1228.0,619.0,3.0625,inland,141500
52,2980.0,537.0,1128.0,510.0,4.061,inland,113600
42,1824.0,277.0,720.0,309.0,5.1915,inland,183700
45,2604.0,454.0,988.0,442.0,3.6667,inland,123100
42,625.0,143.0,533.0,159.0,2.625,inland,65400
52,2995.0,555.0,1392.0,503.0,1.7794,inland,98800
49,2501.0,565.0,1171.0,550.0,2.5043,inland,76700
47,2373.0,461.0,990.0,444.0,4.175,inland,98300
52,2259.0,417.0,766.0,385.0,2.2981,inland,105400
41,930.0,191.0,463.0,185.0,3.4141,inland,90600
30,1271.0,528.0,2019.0,524.0,1.5152,inland,81300
38,2375.0,494.0,1167.0,471.0,2.6673,inland,87500
39,3375.0,659.0,1388.0,631.0,2.6364,inland,93800
42,495.0,116.0,284.0,97.0,2.8854,inland,55700
32,3274.0,820.0,2050.0,738.0,2.1265,inland,55700
43,2608.0,516.0,1322.0,528.0,2.5714,inland,70000
43,1005.0,200.0,492.0,172.0,2.6812,inland,72800
52,941.0,184.0,414.0,171.0,2.1429,inland,69900
45,965.0,198.0,498.0,195.0,1.6944,inland,75200
39,1023.0,243.0,550.0,224.0,1.1141,inland,54400
43,527.0,133.0,367.0,152.0,2.5,inland,63600
43,948.0,221.0,749.0,208.0,1.962,inland,52700
52,583.0,114.0,310.0,93.0,2.5625,inland,54200
41,1633.0,433.0,885.0,413.0,0.9782,inland,54200
39,1765.0,414.0,1056.0,414.0,1.5329,inland,48300
31,1189.0,295.0,891.0,292.0,2.5536,inland,50500
34,1288.0,344.0,846.0,293.0,1.7895,inland,63100
43,940.0,208.0,690.0,181.0,2.3056,inland,62300
41,2398.0,448.0,1143.0,444.0,3.0352,inland,69800
41,855.0,189.0,716.0,206.0,2.0375,inland,75000
35,1511.0,316.0,892.0,304.0,1.7898,inland,63500
40,1703.0,362.0,1208.0,373.0,2.0817,inland,55300
44,819.0,184.0,677.0,183.0,1.725,inland,59300
39,1841.0,428.0,1368.0,390.0,2.1583,inland,62000
41,461.0,101.0,382.0,79.0,1.275,inland,54000
40,535.0,105.0,335.0,102.0,2.5234,inland,62800
26,2205.0,478.0,1730.0,472.0,2.4866,inland,68300
29,874.0,217.0,788.0,222.0,1.9187,inland,57700
46,2001.0,428.0,1384.0,401.0,1.9402,inland,62200
36,361.0,63.0,169.0,62.0,3.7734,inland,63800
30,1509.0,308.0,967.0,278.0,1.7798,inland,65900
5,2232.0,488.0,1857.0,435.0,2.8705,inland,113600
21,1185.0,237.0,960.0,245.0,2.0893,inland,65000
28,964.0,232.0,782.0,218.0,2.3269,inland,55900
31,1673.0,382.0,1734.0,400.0,2.0833,inland,48300
33,2109.0,531.0,2248.0,588.0,1.4583,inland,53000
43,1610.0,412.0,1409.0,365.0,1.7574,inland,51700
24,1451.0,320.0,1413.0,283.0,2.125,inland,61200
35,2680.0,634.0,2188.0,611.0,1.9375,inland,56700
36,499.0,115.0,451.0,124.0,2.1705,inland,60300
40,2806.0,685.0,2268.0,635.0,1.8814,inland,57700
37,2488.0,578.0,1854.0,514.0,2.551,inland,59100
24,1438.0,351.0,1294.0,342.0,2.7829,inland,61800
23,1491.0,346.0,1223.0,343.0,2.1591,inland,67800
30,1061.0,230.0,851.0,195.0,2.4412,inland,61600
12,1096.0,240.0,1175.0,278.0,3.1053,inland,73100
31,820.0,179.0,576.0,155.0,1.69,inland,65900
21,1556.0,314.0,1140.0,304.0,2.4667,inland,81400
28,3308.0,766.0,3201.0,720.0,1.7694,inland,73900
33,450.0,123.0,236.0,103.0,1.1964,inland,80400
47,886.0,196.0,517.0,188.0,2.1991,inland,67200
37,1175.0,260.0,951.0,267.0,2.875,inland,57700
37,2351.0,564.0,1591.0,549.0,1.6563,inland,57200
44,2204.0,473.0,1277.0,435.0,1.5539,inland,59200
36,811.0,168.0,514.0,152.0,2.625,inland,89200
37,1514.0,337.0,1121.0,337.0,2.401,inland,58400
30,1737.0,381.0,1177.0,347.0,1.9875,inland,56400
31,1484.0,314.0,1163.0,336.0,2.625,inland,72100
19,2109.0,427.0,1742.0,426.0,2.4097,inland,66000
28,590.0,129.0,315.0,99.0,1.8958,inland,85700
17,4535.0,762.0,1562.0,743.0,5.3224,inland,225800
22,3564.0,730.0,1539.0,699.0,3.675,inland,152400
6,1649.0,369.0,732.0,350.0,3.4231,inland,123800
15,2430.0,315.0,1016.0,314.0,8.946750000000016,inland,242000
15,2682.0,599.0,1520.0,601.0,3.5982,inland,94400
16,926.0,230.0,451.0,198.0,4.0221,inland,173300
16,2178.0,667.0,1192.0,579.0,2.3339,inland,87100
16,1080.0,166.0,507.0,182.0,4.5278,inland,166900
17,2033.0,452.0,1114.0,446.0,3.2872,inland,175000
27,1612.0,234.0,630.0,255.0,5.318,inland,155100
32,3877.0,687.0,1642.0,647.0,4.0444,inland,129200
32,4474.0,929.0,2177.0,884.0,3.2889,inland,98900
36,1383.0,207.0,531.0,203.0,5.9191,inland,151900
20,1903.0,395.0,919.0,359.0,2.6765,inland,96400
36,391.0,74.0,171.0,79.0,2.7045,inland,102800
21,1795.0,482.0,1114.0,472.0,2.0091,inland,101500
22,2105.0,521.0,781.0,483.0,2.213,inland,87500
14,3731.0,772.0,1679.0,750.0,3.1369,inland,119600
15,4472.0,1079.0,1837.0,976.0,2.5,inland,175900
11,4487.0,868.0,2195.0,780.0,3.9615,inland,194600
14,3111.0,498.0,1178.0,525.0,6.556,inland,234700
15,3103.0,965.0,3061.0,861.0,1.3729,inland,110300
20,1591.0,589.0,1916.0,536.0,1.3531,inland,94600
9,2370.0,424.0,1129.0,386.0,5.143,inland,176500
10,1564.0,397.0,643.0,347.0,2.7031,inland,150000
8,1801.0,380.0,684.0,350.0,4.2589,inland,134900
8,2628.0,428.0,1158.0,393.0,5.3002,inland,191700
33,2854.0,489.0,1109.0,452.0,4.3008,inland,136400
30,4375.0,689.0,2038.0,709.0,5.1202,inland,133800
31,1466.0,435.0,608.0,254.0,3.1827,inland,162100
37,1964.0,315.0,915.0,335.0,4.3008,inland,119800
20,4213.0,751.0,2071.0,714.0,4.4063,inland,130800
19,1708.0,291.0,906.0,288.0,4.918,inland,130600
4,2477.0,359.0,1234.0,377.0,5.5427,inland,162100
5,4303.0,613.0,2206.0,621.0,5.5842,inland,159100
12,6217.0,1019.0,3771.0,961.0,3.7206,inland,146000
9,2167.0,370.0,1290.0,351.0,5.0285,inland,148200
16,667.0,92.0,267.0,90.0,5.6147,inland,244700
16,3295.0,565.0,2279.0,576.0,3.6083,inland,146400
15,1933.0,280.0,965.0,260.0,4.6477,inland,142700
10,629.0,140.0,635.0,146.0,2.2961,inland,126700
16,4045.0,623.0,1862.0,625.0,4.875,inland,143100
15,2903.0,440.0,1325.0,423.0,4.5179,inland,145600
10,1421.0,204.0,657.0,209.0,5.1878,inland,153900
8,1904.0,255.0,895.0,242.0,5.7201,inland,155700
12,2707.0,433.0,1200.0,380.0,4.9861,inland,133500
16,1665.0,311.0,1301.0,259.0,2.8403,inland,132300
16,3158.0,515.0,1596.0,528.0,4.1739,inland,131300
14,2356.0,438.0,1378.0,481.0,3.7375,inland,138800
15,3583.0,644.0,2183.0,643.0,3.428,inland,140700
5,2229.0,543.0,1010.0,474.0,4.1719,inland,206100
7,3461.0,859.0,1518.0,741.0,3.5684,inland,78700
30,249.0,44.0,167.0,45.0,4.5,inland,92800
24,3050.0,568.0,1743.0,549.0,3.7413,inland,105300
25,2474.0,513.0,1947.0,524.0,2.5742,inland,98400
26,2851.0,533.0,1544.0,499.0,3.5379,inland,99100
18,4893.0,1008.0,3036.0,997.0,2.5212,inland,110000
12,4038.0,1074.0,3440.0,942.0,1.9698,inland,112300
23,3135.0,707.0,1650.0,680.0,1.886,inland,105300
23,3706.0,1106.0,3785.0,1019.0,1.7774,inland,100000
29,2289.0,449.0,1215.0,435.0,3.2788,inland,100000
27,2918.0,580.0,1338.0,544.0,2.6495,inland,116200
35,2097.0,351.0,977.0,358.0,4.3958,inland,108400
19,908.0,158.0,306.0,154.0,3.9792,inland,131900
24,4157.0,951.0,2734.0,879.0,2.7981,inland,92100
30,2547.0,485.0,1547.0,501.0,3.994,inland,95500
23,3251.0,689.0,1890.0,668.0,3.0729,inland,104800
22,2101.0,514.0,1304.0,511.0,2.8348,inland,101600
22,2575.0,680.0,1367.0,645.0,1.4274,inland,90500
8,2668.0,447.0,1713.0,444.0,4.0156,inland,117600
13,1014.0,200.0,712.0,197.0,3.1471,inland,102800
10,1409.0,248.0,782.0,222.0,4.0227,inland,107700
16,2128.0,441.0,1860.0,459.0,3.1779,inland,97300
16,4356.0,881.0,1629.0,818.0,2.2672,inland,91100
11,3585.0,729.0,2769.0,715.0,3.0907,inland,94100
7,2021.0,441.0,1615.0,406.0,2.5842,inland,111300
11,826.0,150.0,684.0,166.0,3.9265,inland,107400
12,2006.0,426.0,1849.0,396.0,2.5437,inland,99000
16,2717.0,621.0,3343.0,643.0,2.5473,inland,106300
11,2866.0,654.0,1404.0,525.0,2.505,inland,95000
4,1515.0,384.0,491.0,348.0,2.8523,inland,87500
4,1392.0,322.0,1784.0,309.0,2.375,inland,124500
2,6403.0,1116.0,3327.0,957.0,4.4871,inland,137900
8,1868.0,392.0,1258.0,389.0,3.175,inland,95900
10,69.0,16.0,50.0,20.0,3.75,inland,120800
26,378.0,75.0,164.0,65.0,3.4107,inland,82800
32,342.0,58.0,138.0,52.0,2.9821,inland,155000
52,122.0,26.0,62.0,25.0,1.15,inland,112500
25,1967.0,362.0,1035.0,361.0,3.5735,inland,106800
26,3080.0,473.0,1257.0,465.0,4.9861,inland,201800
16,2397.0,501.0,1053.0,557.0,2.6994,inland,112500
32,1829.0,262.0,677.0,243.0,6.1805,inland,247900
42,343.0,50.0,116.0,49.0,5.5376,inland,212500
29,2465.0,327.0,859.0,315.0,6.6605,inland,220700
35,1841.0,300.0,783.0,285.0,2.8167,inland,162100
22,1526.0,299.0,790.0,300.0,2.4342,inland,125000
21,446.0,73.0,182.0,57.0,2.8958,inland,135000
27,429.0,102.0,179.0,90.0,2.3333,inland,87500
25,1471.0,300.0,721.0,304.0,2.4688,inland,126800
38,523.0,80.0,226.0,72.0,5.5693,inland,153100
27,849.0,137.0,373.0,131.0,5.0362,inland,181300
39,440.0,83.0,270.0,97.0,6.0582,inland,157700
35,703.0,117.0,290.0,107.0,3.225,inland,177100
28,253.0,50.0,201.0,51.0,1.4732,inland,156300
44,608.0,108.0,287.0,83.0,3.3882,inland,125000
31,2450.0,559.0,1459.0,478.0,2.4674,inland,130900
28,1374.0,248.0,769.0,229.0,3.6389,inland,130400
32,2081.0,472.0,1342.0,411.0,2.7958,inland,59000
27,1621.0,363.0,909.0,345.0,2.1513,inland,99700
20,268.0,78.0,77.0,49.0,1.125,inland,150000
21,336.0,68.0,206.0,73.0,4.75,inland,121400
30,1055.0,211.0,629.0,170.0,2.8676,inland,76900
35,411.0,74.0,193.0,59.0,2.5625,inland,146900
16,50.0,10.0,20.0,6.0,2.625,inland,137500
42,465.0,93.0,256.0,93.0,3.1719,inland,158300
28,371.0,71.0,171.0,70.0,0.9614,inland,55700
43,968.0,249.0,664.0,240.0,1.6458,inland,83600
34,1010.0,206.0,678.0,234.0,2.9531,inland,104000
38,226.0,44.0,125.0,38.0,2.9,inland,125000
26,161.0,27.0,1542.0,30.0,5.7485,inland,162500
29,488.0,108.0,308.0,115.0,2.6563,inland,103100
49,98.0,24.0,59.0,26.0,3.65,inland,162500
31,1860.0,394.0,1848.0,293.0,2.2891,inland,162500
44,1158.0,226.0,1094.0,224.0,2.6842,inland,156300
13,3192.0,715.0,1768.0,626.0,2.2619,inland,123500
35,1507.0,313.0,868.0,283.0,2.0284,inland,96300
42,2051.0,334.0,878.0,318.0,4.3553,inland,185700
14,2049.0,398.0,1071.0,369.0,3.5,inland,240800
5,3136.0,501.0,1327.0,467.0,5.5942,inland,186900
32,1706.0,292.0,923.0,284.0,5.5057,inland,147200
5,5428.0,994.0,2725.0,902.0,3.9323,inland,130100
22,393.0,58.0,134.0,57.0,3.95,inland,178100
48,561.0,81.0,240.0,69.0,3.6312,inland,202800
23,633.0,91.0,236.0,83.0,6.4562,inland,230000
35,930.0,186.0,525.0,201.0,2.0625,inland,155000
31,335.0,53.0,154.0,55.0,2.0694,inland,175000
21,1185.0,207.0,533.0,213.0,3.1917,inland,204500
28,2103.0,422.0,1167.0,391.0,3.0592,inland,152800
27,836.0,132.0,303.0,133.0,3.875,inland,127400
17,3507.0,696.0,1867.0,709.0,3.2123,inland,120700
34,2770.0,544.0,1409.0,535.0,3.2338,inland,101800
34,1500.0,337.0,674.0,282.0,2.515,inland,110800
31,1008.0,212.0,453.0,195.0,2.3917,inland,113500
27,1004.0,192.0,470.0,192.0,2.8942,inland,116700
23,2864.0,504.0,1298.0,499.0,3.2303,inland,131800
23,4183.0,633.0,1886.0,628.0,4.8787,inland,175300
37,3278.0,623.0,1431.0,575.0,3.3987,inland,99500
33,3557.0,894.0,2659.0,894.0,2.2883,inland,86900
40,929.0,257.0,576.0,229.0,2.125,inland,137500
38,2803.0,500.0,1223.0,509.0,4.119,inland,128800
48,1892.0,333.0,804.0,352.0,4.0625,inland,143200
52,1081.0,257.0,437.0,225.0,2.1979,inland,114100
40,2402.0,509.0,1197.0,486.0,2.1771,inland,98200
32,3366.0,676.0,1916.0,697.0,2.5401,inland,125400
34,3268.0,640.0,1906.0,628.0,2.8237,inland,110700
44,2356.0,482.0,1043.0,443.0,2.4949,inland,108000
20,3168.0,514.0,1390.0,490.0,5.0,inland,154800
26,2256.0,360.0,937.0,372.0,5.0528,inland,153700
18,1534.0,275.0,741.0,263.0,3.9607,inland,132500
11,1792.0,252.0,767.0,263.0,7.6889,inland,229300
5,5979.0,1190.0,2679.0,1084.0,4.196,inland,171700
11,3163.0,794.0,2106.0,762.0,2.4482,inland,103000
10,2974.0,588.0,1559.0,568.0,3.8825,inland,136800
15,2039.0,384.0,1178.0,375.0,3.8672,inland,120100
13,2432.0,586.0,1441.0,606.0,2.5556,inland,133100
14,1551.0,297.0,785.0,281.0,3.775,inland,163300
39,2614.0,634.0,1862.0,654.0,1.9238,inland,70700
37,2232.0,504.0,1455.0,471.0,2.5587,inland,87800
38,1419.0,411.0,1226.0,397.0,2.2188,inland,68800
27,1818.0,459.0,1182.0,428.0,1.8575,inland,73800
25,1305.0,270.0,789.0,235.0,3.2993,inland,91100
4,2058.0,366.0,933.0,316.0,4.2448,inland,150900
8,2770.0,642.0,1611.0,633.0,3.1284,inland,115100
16,1174.0,242.0,464.0,261.0,2.3,inland,133300
10,3371.0,665.0,1823.0,654.0,3.5333,inland,116800
35,2607.0,685.0,2016.0,618.0,1.75,inland,82900
25,2549.0,675.0,2053.0,648.0,2.0875,inland,83100
28,2593.0,487.0,1365.0,457.0,3.3929,inland,113000
24,4411.0,776.0,2038.0,732.0,3.475,inland,151200
19,1337.0,236.0,744.0,225.0,4.0924,inland,244200
27,2643.0,467.0,1455.0,444.0,3.6398,inland,146700
31,1953.0,366.0,999.0,316.0,2.4906,inland,122500
14,2591.0,497.0,1371.0,479.0,3.5774,inland,113900
13,651.0,102.0,301.0,104.0,3.6528,inland,200000
18,4176.0,700.0,2164.0,699.0,4.0365,inland,174200
19,3326.0,561.0,1544.0,511.0,2.9875,inland,166300
23,762.0,140.0,358.0,141.0,2.4545,inland,105000
27,2400.0,435.0,1085.0,444.0,3.7687,inland,165200
21,2333.0,377.0,1073.0,332.0,4.8125,inland,161100
27,1683.0,288.0,873.0,258.0,4.7069,inland,176900
17,2474.0,480.0,1649.0,453.0,3.275,inland,156500
32,1083.0,188.0,471.0,178.0,2.9241,inland,187500
21,2064.0,342.0,1021.0,359.0,4.517,inland,152200
36,683.0,159.0,505.0,141.0,3.4265,inland,158900
32,2564.0,513.0,1198.0,459.0,2.9083,inland,113400
13,4030.0,744.0,2248.0,766.0,3.6107,inland,141300
20,2458.0,491.0,1227.0,481.0,2.7857,inland,110900
28,2368.0,430.0,1231.0,403.0,2.883,inland,141900
32,2262.0,416.0,1156.0,404.0,3.8534,inland,157600
32,2916.0,528.0,1466.0,473.0,2.5643,inland,200000
24,1713.0,328.0,1258.0,324.0,2.683,inland,169400
31,677.0,144.0,523.0,159.0,2.4598,inland,97100
28,409.0,104.0,244.0,98.0,3.4643,inland,90900
35,1107.0,227.0,573.0,210.0,2.3924,inland,102200
21,2376.0,475.0,1175.0,441.0,3.6016,inland,134600
40,1126.0,220.0,667.0,235.0,3.3158,inland,125900
11,3886.0,599.0,1605.0,529.0,4.4213,inland,182700
35,1853.0,331.0,958.0,340.0,3.3578,inland,149000
22,2606.0,411.0,1252.0,397.0,4.1833,inland,192100
7,4956.0,941.0,3006.0,915.0,3.4426,inland,139000
22,2430.0,417.0,1292.0,391.0,3.4009,inland,182400
34,2123.0,387.0,1310.0,368.0,2.6368,inland,165600
17,2879.0,542.0,1802.0,530.0,3.6378,inland,126100
28,2608.0,576.0,1719.0,554.0,2.1186,inland,94400
37,1038.0,222.0,521.0,211.0,2.125,inland,91900
18,2404.0,498.0,1531.0,506.0,2.995,inland,124300
31,699.0,186.0,460.0,170.0,2.7443,inland,94200
44,300.0,72.0,160.0,73.0,2.1786,inland,120800
45,370.0,84.0,167.0,70.0,1.4853,inland,101800
33,811.0,185.0,446.0,198.0,1.6724,inland,96900
33,1862.0,429.0,971.0,389.0,2.6053,inland,99200
8,1883.0,298.0,999.0,301.0,5.193,inland,172100
28,3264.0,576.0,1512.0,567.0,3.7546,inland,135300
24,1698.0,344.0,927.0,313.0,3.5625,inland,130800
36,866.0,160.0,502.0,149.0,2.4798,inland,101500
37,311.0,61.0,171.0,54.0,4.0972,inland,101800
12,3667.0,640.0,2173.0,652.0,5.0369,inland,163900
22,1283.0,256.0,3082.0,239.0,3.5365,inland,111800
35,2506.0,406.0,1316.0,398.0,3.8472,inland,197600
18,3415.0,580.0,1912.0,562.0,4.4423,inland,161400
26,395.0,74.0,193.0,72.0,7.3718,inland,212500
8,4019.0,857.0,1959.0,782.0,2.7321,inland,175000
16,1326.0,286.0,509.0,297.0,1.9464,inland,112500
4,58.0,29.0,79.0,29.0,3.375,inland,106300
20,273.0,49.0,149.0,49.0,4.8229,inland,158300
7,5151.0,867.0,2553.0,805.0,4.075,inland,195000
16,1853.0,390.0,1013.0,362.0,2.7083,inland,173900
13,335.0,89.0,247.0,77.0,1.6111,inland,74100
36,1052.0,221.0,712.0,212.0,1.7228,inland,105000
38,2152.0,451.0,1320.0,457.0,2.5025,inland,101900
21,1922.0,373.0,1130.0,372.0,4.0815,inland,117900
5,3107.0,477.0,1549.0,443.0,4.4766,inland,169400
23,1985.0,424.0,1198.0,389.0,2.7734,inland,116800
11,2451.0,665.0,1155.0,533.0,2.2254,inland,130800
6,3883.0,800.0,2319.0,787.0,3.5595,inland,161000
15,2906.0,537.0,1886.0,557.0,4.2431,inland,137100
20,1811.0,352.0,1191.0,327.0,4.0125,inland,121500
13,4452.0,949.0,2740.0,937.0,3.1964,inland,141500
16,2085.0,342.0,1236.0,345.0,5.5591,inland,149300
8,1289.0,235.0,867.0,239.0,4.6821,inland,138500
14,1847.0,325.0,1030.0,309.0,4.9271,inland,155300
28,1347.0,241.0,713.0,225.0,4.0208,inland,155700
9,6169.0,959.0,3378.0,945.0,5.1047,inland,157900
35,1034.0,206.0,604.0,192.0,2.2391,inland,120000
36,284.0,53.0,130.0,47.0,3.1429,inland,179200
6,110.0,26.0,69.0,24.0,3.7292,inland,475000
26,1170.0,238.0,830.0,216.0,2.6458,inland,127500
32,696.0,151.0,443.0,144.0,2.5156,inland,86300
10,8853.520000000019,1739.0,4573.6600000000035,1581.0,3.65,inland,119400
19,2610.0,474.0,1290.0,452.0,4.1298,inland,222800
20,2706.0,477.0,1236.0,474.0,4.15,inland,322400
24,807.0,174.0,585.0,166.0,2.6181,inland,163500
19,2364.0,373.0,1264.0,390.0,5.0176,inland,274200
18,1544.0,272.0,825.0,286.0,4.3229,inland,327300
20,2039.0,373.0,862.0,330.0,5.1629,inland,222900
2,2239.0,321.0,766.0,219.0,5.75,inland,240200
5,1365.0,196.0,591.0,156.0,6.0389,inland,215100
7,8297.0,1433.0,4189.0,1271.0,4.3696,inland,170700
18,5501.0,1051.0,2964.0,1009.0,4.1855,inland,162100
33,1999.0,368.0,1061.0,390.0,3.5242,inland,121400
45,818.0,144.0,340.0,138.0,4.8021,inland,133500
38,773.0,147.0,320.0,134.0,2.825,inland,152500
35,796.0,132.0,313.0,152.0,3.15,inland,153200
33,1329.0,266.0,683.0,233.0,4.3687,inland,128700
34,1280.0,268.0,754.0,294.0,3.1333,inland,132000
41,1717.0,325.0,855.0,303.0,2.75,inland,127300
42,1207.0,278.0,699.0,279.0,3.3611,inland,117600
52,876.0,170.0,426.0,179.0,3.0865,inland,119800
40,859.0,196.0,427.0,176.0,3.5789,inland,110400
30,1912.0,451.0,1065.0,388.0,2.1424,inland,125000
7,2125.0,508.0,1358.0,464.0,3.6312,inland,147600
5,7264.0,1285.0,3670.0,1146.0,5.0443,inland,194800
15,3846.0,677.0,2360.0,635.0,4.6173,inland,164800
33,1875.0,363.0,970.0,381.0,3.5096,inland,141700
29,918.0,159.0,417.0,166.0,4.2768,inland,151300
16,2229.0,458.0,1199.0,445.0,3.4821,inland,170600
19,1393.0,367.0,915.0,355.0,1.1957,inland,103100
52,966.0,247.0,589.0,228.0,1.6937,inland,108300
52,994.0,258.0,623.0,264.0,1.725,inland,111500
25,456.0,116.0,370.0,106.0,3.1319,inland,112500
7,8363.0,1314.0,3907.0,1068.0,5.3321,inland,208100
40,1718.0,391.0,1312.0,388.0,2.9955,inland,134700
2,2682.0,393.0,883.0,271.0,5.9934,inland,196700
22,1630.0,404.0,4402.0,358.0,1.9792,inland,63000
21,1494.0,271.0,781.0,255.0,4.3015,inland,250000
14,1594.0,292.0,887.0,287.0,4.6625,inland,294000
14,5020.0,909.0,2105.0,796.0,3.8158,h ocean,248700
11,8853.520000000019,1698.0,1825.0,756.0,3.23,h ocean,154300
15,1914.0,425.0,1130.0,421.0,2.2165,h ocean,90600
14,3487.0,889.0,2352.0,796.0,1.6303,h ocean,144900
38,2564.0,546.0,1301.0,481.0,2.0076,h ocean,114000
43,3044.0,652.0,1456.0,608.0,2.4567,h ocean,140000
35,3451.0,713.0,1550.0,653.0,2.9167,h ocean,161700
31,3476.0,644.0,1476.0,567.0,3.3472,h ocean,195200
8,2690.0,410.0,1085.0,381.0,4.2841,h ocean,256700
6,8853.520000000019,1739.0,4573.6600000000035,1581.0,3.8661,h ocean,168100
9,5782.0,1184.0,3026.0,1130.0,2.6528,h ocean,113500
9,3466.0,673.0,2356.0,619.0,2.9926,h ocean,158200
9,4267.0,785.0,2065.0,691.0,3.7303,h ocean,162700
15,4760.0,871.0,2459.0,734.0,2.811,h ocean,142100
13,4461.0,764.0,1795.0,640.0,4.475,h ocean,206900
9,6044.0,1222.0,2239.0,972.0,3.24,near ocean,264600
13,5383.0,1070.0,1880.0,796.0,3.8019,near ocean,271200
16,4109.0,798.0,1298.0,626.0,3.4799,near ocean,320800
23,2059.0,354.0,636.0,278.0,3.6908,near ocean,278800
27,3493.0,909.0,1481.0,666.0,2.3075,near ocean,184200
23,1664.0,355.0,629.0,279.0,2.7344,near ocean,188300
21,2787.0,641.0,1106.0,501.0,2.7043,near ocean,186200
16,2168.0,444.0,782.0,374.0,3.0187,near ocean,278100
18,3418.0,686.0,970.0,453.0,3.7738,near ocean,279400
30,6346.0,1410.0,1769.0,887.0,2.6864,near ocean,283600
21,1033.0,195.0,588.0,187.0,2.8173,near ocean,226900
28,4323.0,886.0,1650.0,705.0,2.7266,near ocean,266800
27,2863.0,711.0,930.0,533.0,2.6205,near ocean,221100
34,3279.0,714.0,1397.0,646.0,2.5552,near ocean,200000
29,2046.0,588.0,846.0,410.0,1.65,near ocean,227300
15,3276.0,670.0,1520.0,613.0,3.6412,near ocean,207800
14,4155.0,787.0,2112.0,755.0,4.4766,near ocean,192700
12,3522.0,683.0,1780.0,662.0,3.3958,near ocean,215800
11,3252.0,701.0,1814.0,660.0,3.2226,near ocean,183200
15,2419.0,538.0,1279.0,522.0,3.4762,near ocean,189600
16,1576.0,287.0,595.0,262.0,3.588,near ocean,266300
17,4197.0,802.0,1656.0,732.0,3.526,near ocean,183900
23,3100.0,603.0,1515.0,609.0,2.8493,near ocean,196100
15,2062.0,327.0,781.0,316.0,4.9359,near ocean,317700
16,3924.0,699.0,1325.0,638.0,2.5172,near ocean,293900
20,2200.0,393.0,996.0,365.0,3.587,near ocean,330000
20,3389.0,704.0,1309.0,520.0,3.2112,near ocean,204500
36,1940.0,315.0,850.0,298.0,3.1818,near ocean,249600
23,1932.0,487.0,1380.0,472.0,1.9647,near ocean,253600
16,2272.0,629.0,1689.0,649.0,1.7031,near ocean,195000
19,1540.0,715.0,1799.0,635.0,0.7025,near ocean,500001
20,626.0,212.0,3574.0,261.0,1.0298,near ocean,300000
28,3952.0,592.0,1469.0,571.0,6.3144,near ocean,328800
29,1785.0,481.0,1344.0,472.0,1.4492,near ocean,222900
32,896.0,240.0,548.0,231.0,2.5455,near ocean,165900
27,2034.0,341.0,768.0,316.0,4.2411,near ocean,258900
15,2365.0,538.0,1446.0,490.0,2.5129,near ocean,225900
21,3298.0,716.0,1862.0,687.0,2.1507,near ocean,221500
